,sentence,text_no_eraab
18968,او در تَنگنا قرار گرفت.,او در تنگنا قرار گرفت.
18969,راه تَنگی بین کوه‌ها بود.,راه تنگی بین کوه‌ها بود.
18970,راه تَنگی بین کوه‌ها بود.,راه تنگی بین کوه‌ها بود.
18971,کفش تَنگ پایش را اذیت کرد.,کفش تنگ پایش را اذیت کرد.
18972,راه تَنگی بین کوه‌ها بود.,راه تنگی بین کوه‌ها بود.
18973,او در تَنگنا قرار گرفت.,او در تنگنا قرار گرفت.
18974,کفش تَنگ پایش را اذیت کرد.,کفش تنگ پایش را اذیت کرد.
18975,خانه تَنگ اما گرم بود.,خانه تنگ اما گرم بود.
18976,او در تَنگنا قرار گرفت.,او در تنگنا قرار گرفت.
18977,راه تَنگی بین کوه‌ها بود.,راه تنگی بین کوه‌ها بود.
18978,خانه تَنگ اما گرم بود.,خانه تنگ اما گرم بود.
18979,کفش تَنگ پایش را اذیت کرد.,کفش تنگ پایش را اذیت کرد.
18980,او در تَنگنا قرار گرفت.,او در تنگنا قرار گرفت.
18981,خانه تَنگ اما گرم بود.,خانه تنگ اما گرم بود.
18982,کفش تَنگ پایش را اذیت کرد.,کفش تنگ پایش را اذیت کرد.
18983,تَنگ نظری باعث ناراحتی شد.,تنگ نظری باعث ناراحتی شد.
18984,او در تَنگنا قرار گرفت.,او در تنگنا قرار گرفت.
18985,او در تَنگنا قرار گرفت.,او در تنگنا قرار گرفت.
18986,کفش تَنگ پایش را اذیت کرد.,کفش تنگ پایش را اذیت کرد.
18987,خانه تَنگ اما گرم بود.,خانه تنگ اما گرم بود.
18988,خانه تَنگ اما گرم بود.,خانه تنگ اما گرم بود.
18989,خانه تَنگ اما گرم بود.,خانه تنگ اما گرم بود.
18990,کفش تَنگ پایش را اذیت کرد.,کفش تنگ پایش را اذیت کرد.
18991,کفش تَنگ پایش را اذیت کرد.,کفش تنگ پایش را اذیت کرد.
18992,او در تَنگنا قرار گرفت.,او در تنگنا قرار گرفت.
18993,راه تَنگی بین کوه‌ها بود.,راه تنگی بین کوه‌ها بود.
18994,راه تَنگی بین کوه‌ها بود.,راه تنگی بین کوه‌ها بود.
18995,راه تَنگی بین کوه‌ها بود.,راه تنگی بین کوه‌ها بود.
18996,خانه تَنگ اما گرم بود.,خانه تنگ اما گرم بود.
18997,خانه تَنگ اما گرم بود.,خانه تنگ اما گرم بود.
18998,او در تَنگنا قرار گرفت.,او در تنگنا قرار گرفت.
18999,او در تَنگنا قرار گرفت.,او در تنگنا قرار گرفت.
19000,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19001,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19002,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19003,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19004,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19005,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19006,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19007,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19008,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19009,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19010,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19011,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19012,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19013,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19014,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19015,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19016,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19017,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19018,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19019,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19020,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19021,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19022,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19023,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19024,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19025,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19026,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19027,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19028,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19029,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19030,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19031,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19032,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19033,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19034,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19035,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19036,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19037,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19038,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19039,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19040,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19041,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19042,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19043,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19044,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19045,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19046,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19047,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19048,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19049,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19050,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19051,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19052,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19053,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19054,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19055,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19056,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19057,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19058,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19059,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19060,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19061,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19062,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19063,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19064,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19065,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19066,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19067,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19068,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19069,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19070,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19071,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19072,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
19073,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19074,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19075,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19076,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19077,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19078,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19079,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19080,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19081,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19082,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19083,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19084,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19085,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19086,مادربزرگ تُنگ چای را آورد.,مادربزرگ تنگ چای را آورد.
19087,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19088,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19089,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19090,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19091,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19092,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19093,آب در تُنگ تمام شد.,آب در تنگ تمام شد.
19094,ماهی قرمز را در تُنگ انداخت.,ماهی قرمز را در تنگ انداخت.
19095,تُنگ پر از گل‌های زیبا بود.,تنگ پر از گل‌های زیبا بود.
19096,تُنگ بلوری روی میز بود.,تنگ بلوری روی میز بود.
